HSN,NAME,P CODE,TOTAL QUANTITY,UNTAXED TOTAL,IGST,SGST,CGST,TAXED TOTAL
29181520,SODIUM CITRATE.I.P. 100.00 GM,S83417,3500,66500,11970,0,0,78470
29181520,tri-SODIUM CITRATE IP/USP 500.00 GM,S83429,5,889.7,0,80.07,80.07,1049.84
29181520,TRI-SODIUM CITRATE IP/USP 25.00 KG,S83488,10,33000,5940,0,0,38940
29181550,AMMONIUM FERRIC CITRATE L.R. 500.00 GM,A14329,21,5103.84,0,459.34,459.34,6022.52
29181590,tri-AMMONIUM CITRATE (97-103%) 250.00 GM,A12829,1,217.62,0,19.59,19.59,256.8
29181590,FERRIC CITRATE 18-21% 250.00 GM,F11875,3,935.55,168.4,0,0,1103.95
29181610,CALCIUM GLUCONATE 500.00 GM,C40129,1,131.51,23.67,0,0,155.18
29181990,DL-MALIC ACID 5.00 KG,M11240,1,1280,0,115.2,115.2,1510.4
29182110,SALICYLIC ACID.L.R. 500.00 GM,S10329,169,37965.51,16572.5,917.53,917.53,56373.07
29182120,SODIUM SALICYLATE 99% 500.00 GM,S18029,12,3125.26,1346.82,56.8,56.8,4585.68
29182200,ASPIRIN(ACETYL SALICYLIC ACID) 250.00 GM,A10325,11,2209.68,0,198.87,198.87,2607.42
29182310,METHYL SALICYLATE 500 ML,M11029,1348,294803.76,88134.37,585.11,585.11,384108.35
29182310,METHYL SALICYLATE 25 L,M11088,2,16000,0,1440,1440,18880
29182990,"3,5-DINITRO SALICYLIC ACID 25.00 GM",D12309,20,8796.48,1879.71,612.46,612.46,11901.11
29182990,PATTON AND REEDERS REAGENT 5.00 GM,P31501,10,1043.7,187.87,0,0,1231.57
29182990,SULPHOSALICYLIC ACID L.R. 100.00 GM,S14417,107,10928.64,2320.7,278.56,278.56,13806.46
29183090,SODIUM PYRUVATE 25.00 GM,S21509,6,1298.28,0,116.84,116.84,1531.96
29189900,ALUMINON POWDER 25.00 GM,A11009,11,6131.18,0,551.8,551.8,7234.78
29199090,4-NITRO PHENYL DISOD.PHOS.AR 5.00 GM,N75601,1,802.9,0,72.26,72.26,947.42
29209099,SODIUM LAURYL SULPHATE 250.00 GM,S14025,37,5938.4,1380.6,159.58,159.58,7638.16
29209099,SODIUM LAURYL SULPHATE 2.00 KG,S14088,50,42000,0,3780,3780,49560
29211990,DIETHYLAMINE 500 ML,D10729,10,2698.64,752.79,136.15,136.15,3723.73
29214110,ANILINE L.R. 500 ML,A10629,150,34929.2,12943.86,1023.38,1023.38,49919.82
29214110,ANILINE A.R 500 ML,A70129,9,2723.04,0,245.07,245.07,3213.18
29214120,ANILINE HYDROCHLORIDE 250.00 GM,A32029,2,329.28,59.27,0,0,388.55
29214211,P-CHLOROANILINE - 98% 250.00 GM,C24129,1,179.76,32.36,0,0,212.12
29214225,m-NITROANILINE 99% 250.00 GM,N13025,1,380.06,0,34.21,34.21,448.48
29214226,p-NITROANILINE - 99% 100.00 GM,N13009,11,1209.72,172.21,68.31,68.31,1518.55
29214234,SULPHANILIC ACID 100.00 GM,S10417,45,4901.16,1057.47,220.29,220.29,6399.21
29214234,SULPHANILIC ACID A.R 100.00 GM,S71871,2,466.96,84.05,0,0,551.01
29214290,ANILINE SULPHATE 250.00 GM,A13225,2,605.12,0,54.46,54.46,714.04
29214290,O-CHLORO ANILINE 250 ML,C24025,2,990.7,0,89.16,89.16,1169.02
29214290,"N,N-DIMETHYL ANILINE 500 ML",D13229,1,266,47.88,0,0,313.88
29214330,O-TOLUIDINE.A.R. 250 ML,T75829,22,4745.46,854.18,0,0,5599.64
29214350,p-TOLUIDINE - 98% 25.00 GM,T32809,32,7502.88,2353.17,65.61,65.61,9987.27
29214410,DIPHENYLAMINE 250.00 GM,D10625,98,28181.73,9064.49,990.36,990.36,39226.94
29214410,DIPHENYLAMINE 100.00 GM,D10637,9,1230.96,293.82,37.33,37.33,1599.44
29214410,DIPHENYLAMINE A.R 100.00 GM,D75617,4,893.04,160.75,0,0,1053.79
29214511,1-NAPHTHYLAMINE-98% 500.00 GM,N18129,16,6024.06,1696.56,76.22,76.22,7873.06
29215110,O-PHENYLENE DIAMINE - 99% 100.00 GM,P30317,14,1681.81,326.19,74,74,2156
29221100,ETHANOLAMINE (MONO) 500 ML,E11329,10,2004.8,360.86,0,0,2365.66
29221500,TRIETHANOLAMINE L.R. 500 ML,T11629,18,4457.1,524.39,416.82,416.82,5815.13
29221990,TRIS HYDROCHLORIDE.A.R. 99.5% 100.00 GM,T70717,9,5922,982.8,410.13,410.13,7725.06
29221990,TRIS BUFFER A.R. 100.00 GM,T70817,29,8446,1664.89,172.41,172.41,10455.71
29222190,4-AMINO-3-HYDROXYNAPHTHALENE 25.00 GM,A12509,2,365.8,0,32.92,32.92,431.64
29222912,3-AMINOPHENOL (M-AMINOPHENOL) 50.00 GM,A16217,2,202.72,36.49,0,0,239.21
29222912,3-AMINOPHENOL (M-AMINOPHENOL) 100.00 GM,A16227,2,449.12,80.84,0,0,529.96
29222913,4-AMINOPHENOL - 99% 100.00 GM,A16117,5,574.6,103.43,0,0,678.03
29222990,2-AMINOPHENOL (O-AMINOPHENOL) 100.00 GM,A16017,6,1938.72,348.97,0,0,2287.69
29223900,p-DIMETHYLAMINO BENZALDEHYDE 25.00 GM,D10509,15,2031.12,152.34,169.53,169.53,2522.52
29223900,P.DIMETHYLAMINO BENZALDEHYDE 100.00 GM,D10517,11,5384.72,789.99,329.68,329.68,6834.07
29224210,L-GLUTAMIC ACID 100.00 GM,G12417,1,114.08,0,10.27,10.27,134.62
29224910,GLYCINE ( AMINO ACETIC ACID) 250.00 GM,G11525,110,20055.84,4005.64,367.19,367.19,24795.86
29224990,4-AMINO BENZOIC ACID (PABA) 100.00 GM,A12517,4,631.12,113.6,0,0,744.72
29224990,L-ARGININE (FOR BIOCHEMISTRY) 25.00 GM,A34209,24,4267.29,1045.09,34.48,34.48,5381.34
29224990,L-ASPARTIC ACID (FOR BIOCHEMIS 25.00 GM,A34309,10,1332,105.84,93.73,93.73,1625.3
29224990,DL-ASPARTIC ACID - 99% 25.00 GM,A34310,32,3022.04,543.97,0,0,3566.01
29224990,EDTA (ACID) L.R. 100.00 GM,E10117,30,3385.3,569.2,216.51,216.51,4387.52
29224990,EDTA DISODIUM SALT L.R. 100.00 GM,E10217,385,32379.36,15699.59,1070.63,1070.63,50220.21
29224990,EDTA DISODIUM SALT L.R 500.00 GM,E10229,157,59290.6,6343.02,2997.03,2997.03,71627.68
29224990,EDTA DI POTASSIUM SALT 100.00 GM,E10317,26,5093.08,1028.66,17.52,17.52,6156.78
29224990,EDTA DISODIUM SALT 2.50 KG,E11739,4,6891.92,0,620.28,620.28,8132.48
29224990,EDTA DISODIUM SALT 25.00 KG,E11788,7,47450,4887,3672,3672,59681
29224990,EDTA DISODIUM SALT A.R. 100.00 GM,E71517,3,341.62,0,30.74,30.74,403.1
29224990,L-GLUTAMINE - 99% 25.00 GM,G30709,2,393.12,70.76,0,0,463.88
29224990,L-LEUCINE 99% 25.00 GM,L43109,8,1364.16,245.55,0,0,1609.71
29224990,L-PROLINE 99% 5.00 GM,P30801,19,1404.48,252.81,0,0,1657.29
29224990,L-PROLINE 25 GM ,P30809,4,1440,0,129.6,129.6,1699.2
29224990,L-PHENYL ALANINE - 99% 25.00 GM,P33109,2,454.66,83.78,19.98,19.98,578.4
29224990,n-PHENYL ANTHRANILIC ACID-98% 25.00 GM,P35109,43,21368.96,3316.4,1385.26,1385.26,27455.88
29225015,L-TYROSINE 25.00 GM,T16209,20,3664.5,659.61,0,0,4324.11
29225090,L-ASPARAGINE MONOHYDRATE 99% 25.00 GM,A10309,3,481.65,86.69,0,0,568.34
29241900,N-N-DIMETHYL FORMAMIDE 2.5 L,D21137,3,1965.15,353.73,0,0,2318.88
29241900,N-N-DIMETHYL FORMAMIDE 500 ML,D21179,25,3779.02,686.77,135.24,135.24,4736.27
29241900,FORMAMIDE 500 ML,F11429,4,980.64,176.52,0,0,1157.16
29242910,ACETANILIDE 250.00 GM,A10125,136,24306.48,7179.09,788.11,788.11,33061.79
29242990,ACETAMIDE - 97%  250GM,A10025,20,2195.2,395.14,0,0,2590.34
29242990,ACRYLAMIDE 500.00 GM,A16329,3,1151.88,133.46,73.88,73.88,1433.1
29242990,BENZAMIDE 250.00 GM,B11125,35,7505.7,2290.58,106.3,106.3,10008.88
29242990,BENZAMIDE 500.00 GM,B11129,7,3175.76,350.55,250.76,250.76,4027.83
29242990,BENZANILIDE 100.00 GM,B11917,5,1366.4,245.95,0,0,1612.35
29242990,"N,N-DIMETHYL ACETAMIDE 500 ML",D20129,1,245.52,0,22.1,22.1,289.72
29252990,AZOMETHINE H  A.R. 10.00 GM,A33205,1,5959.44,0,536.35,536.35,7032.14
29252990,"2,6-DICHLORO PHENOL INDOPHENOL 5.00 GM",D21401,12,8190.82,1046.31,737.18,737.18,10711.49
29269000,ACETONITRILE 500 ML,A10729,5,1201.75,216.31,0,0,1418.06
29269000,ACETONITRILE HPLC 2.5 L,A94037,28,21449.32,3204,656.88,656.88,25967.08
29269000,ACETONITRILE HPLC 1 L,A94083,2,1094.92,0,98.54,98.54,1292
29270090,METHYL ORANGE POWDER 25.00 GM,M41309,78,5372.26,1329.32,104.58,104.58,6910.74
29270090,METHYL RED POWDER 25.00 GM,M41609,46,3628.27,782.52,17.52,17.52,4445.83
29280090,DIACETYL MONOXIME L.R. 25.00 GM,D10109,20,3819.2,816.36,133.2,133.2,4901.96
29280090,DIMETHYL GLYOXIME L.R. 100.00 GM,D10617,73,17392.46,4820.1,776.7,776.7,23765.96
29280090,2.4 DINITRO PHENYL HYDRAZINE 25.00 GM,D10809,172,13145.36,6089.36,407.13,407.13,20048.98
29280090,"1,5-DIPHENYL CARBAZIDE.A.R-99% 10.00 GM",D31205,24,8114.02,508.3,632.48,632.48,9887.28
29280090,PHENYL HYDRAZINE HYDROCHLORIDE 100.00 GM,P10517,74,16722.56,3310.77,662.48,662.48,21358.29
29280090,PHENYL HYDRAZINE 250 ML,P32325,56,20996.51,2765.42,1411.55,1411.55,26585.03
29280090,SEMICARBAZIDE HYDROCHLORIDE LR 100.00 GM,S17017,33,12978.52,3400.97,294.2,294.2,16967.89
29304000,L-METHIONINE 25.00 GM,M15309,3,759,136.62,0,0,895.62
29309010,THIOUREA L.R. 500.00 GM,T10329,51,12512.34,2452.18,563.46,563.46,16091.44
29309040,L-CYSTINE (FOR BIOCHEMISTRY) 25.00 GM,C34117,20,3361.95,729.71,62.28,62.28,4216.22
29309040,L-CYSTEINE (FOR BIOCHEMISTRY) 5.00 GM,C43101,15,1711.08,481.89,10.83,10.83,2214.63
29309070,THIOGLYCOLLIC ACID 80% 500 ML,T14429,2,1180.48,0,106.24,106.24,1392.96
29309099,DIMETHYL SULPHOXIDE 500 ML,D10629,18,5101.5,564.3,371.07,371.07,6407.94
29309099,DITHIZONE A.R. - 98% 5.00 GM,D70801,5,2455.6,442.01,0,0,2897.61
29309099,2-MERCAPTO ETHANOL 98% 100 ML,M13259,7,1167.36,142.27,67.86,67.86,1445.35
29309099,THIOGLYCOLLIC ACID 250 ML,T11425,4,1202.8,0,108.25,108.25,1419.3
29309099,THIOSEMICARBAZIDE A.R. 25.00 GM,T74329,10,1514.05,177.78,142.11,142.11,1976.05
29313990,PHENYL MERCURY ACETATE 99% 100.00 GM,P11617,2,3448.44,0,310.36,310.36,4069.16
29322020,PHENOLPHTHALEIN POWDER 100.00 GM,P40917,52,9863.48,2851.91,111.33,111.33,12938.05
29332100,CREATININE 25.00 GM,C30909,21,4892.9,1535.42,144.96,144.96,6718.24
29333100,PYRIDINE 250 ML,P13849,15,4034.32,736.49,106.69,106.69,4984.19
29334900,AMMONIUM PURPURATE (MUREXIDE) 5.00 GM,A44001,31,4827.3,804.23,280.68,280.68,6192.89
29334900,8-HYDROXY QUINOLINE 99% 100.00 GM,H11917,5,2117,409.98,122.2,122.2,2771.38
29335990,ADENINE IP/USP 98.5%-101% 1.00 KG,A85225,12,61578,2268,8816.04,8816.04,81478.08
29335990,URIC ACID.A.R. - 99% 5.00 GM,U72009,30,7640.82,1622.14,152.01,152.01,9566.98
29336990,HEXAMINE 500.00 GM,H10029,60,7834.84,1893.99,275.67,275.67,10280.17
29337900,INIDOLE-3-ACETIC ACID (I.A.A) 5.00 GM,I40401,15,4899.76,1040.69,130.36,130.36,6201.17
29337900,INDOLE-3-BUTYRIC ACID (I.B.A) 5.00 GM,I40601,55,16695,2804.76,1064.66,1064.66,21629.08
29337900,1:10 PHENANTHROLINE HYDRATE 5.00 GM,P10901,27,5256.32,713.03,341.35,341.35,6652.05
29337900,L-TRYPTOPHAN 5.00 GM,T34109,15,3701.4,666.25,0,0,4367.65
29339900,BILIRUBIN.A.R. - 99% 1.00 GM,B70302,2,3809.28,0,342.84,342.84,4494.96
29339900,"1,10-PHENANTHROLINE HYDRATE.AR 5.00 GM",P75305,3,737.09,0,66.33,66.33,869.75
29341000,m-CRESOL PURPLE POWDER 5.00 GM,C33501,23,11944.56,2150.02,0,0,14094.58
29343000,BROMOCRESOL GREEN POWDER 5.00 GM,B32001,59,16335.13,1414.73,3632.38,3632.38,25014.62
29343000,BROMOPHENOL BLUE POWDER 5.00 GM,B42601,22,1643.2,533.52,21.75,21.75,2220.22
29343000,BROMOTHYMOL BLUE POWDER 5.00 GM,B42901,11,1231.76,404.82,9.65,9.65,1655.88
29343000,PHENOL RED POWDER 10.00 GM,P40705,32,3167.81,837.64,86.22,86.22,4177.89
29343000,THYMOL BLUE INDICATOR POWDER 5.00 GM,T40401,10,828.8,149.18,0,0,977.98
29343000,ZIRCONYL NITRATE HYDRATE - 98% 100.00 GM,Z10515,7,7023.86,0,632.15,632.15,8288.16
29359090,CHLORAMINE T - 98% 250.00 GM,C11925,5,1913.6,344.45,0,0,2258.05
29359090,SULPHANILAMIDE 99% 250.00 GM,S10025,11,8164.42,2343.4,289.72,289.72,11087.26
29362310,RIBOFLAVIN - 99-101% 25.00 GM,R33809,5,1453.2,261.58,0,0,1714.78
29362700,L-ASCORBIC ACID (VITAMIN-C) 5.00 GM,A33101,38,1210.54,358.02,96.18,96.18,1760.92
29362700,L-ASCORBIC ACID (VITAMIN -C) 100.00 GM,A33117,37,13063.75,1768.73,956.2,956.2,16744.88
29362700,L-ASCORBIC ACID (VITAMIN-C) 500.00 GM,A33129,3,4112,906.7,143.41,143.41,5305.52
29362700,L-ASCORBIC ACID (VITAMIN-C) 5.00 KG,A33139,1,5750,0,517.5,517.5,6785
29362700,L-ASCORBIC ACID (VITAMIN-C)A.R 5.00 GM,A73101,4,131.44,23.66,0,0,155.1
29362910,FOLIC ACID - 98% 10.00 GM,F15305,25,14312.5,0,1288.13,1288.13,16888.76
29397900,ATROPINE SULPHATE A.R - 98% 5.00 GM,A73601,1,562.96,0,50.67,50.67,664.3
29397900,BRUCINE A.R. 10.00 GM,B51021,1,251.44,45.26,0,0,296.7
29400000,L(+) ARABINOSE 5.00 GM,A10201,7,2161.32,0,194.52,194.52,2550.36
29400000,D(+) GALACTOSE 25.00 GM,G30829,24,10649.88,2509.89,270.29,270.29,13700.35
31021000,UREA L.R. 500.00 GM,U10229,220,23613.64,17732.46,680.2,680.2,42706.5
31021000,UREA A.R. 500.00 GM,U71229,3,507.78,0,45.7,45.7,599.18
31025000,SODIUM NITRATE 5.00 KG,S13639,4,2240,0,201.6,201.6,2643.2
31042000,POTASSIUM CHLORIDE L.R. 500.00 GM,P11829,375,32744.26,15350.76,807.24,807.24,49709.5
31042000,POTASSIUM CHLORIDE A.R. 500.00 GM,P74229,22,3068.42,195.34,212.82,212.82,3689.4
31042000,POTASSIUM CHLORIDE I.P. 500.00 GM,P81829,2,240.56,0,21.65,21.65,283.86
32019090,TANNIC ACID 100.00 GM,T11417,20,5123.7,420.07,703.08,703.08,6949.93
32019090,TANNIC ACID A.R. 100.00 GM,T71401,3,903.24,162.58,0,0,1065.82
32030090,LITMUS INDICATOR POWDER 10.00 GM,L41005,10,970.2,174.64,0,0,1144.84
32041139,RUTHENIUM RED M.S. 1.00 GM,R13401,6,8770.99,2519.88,159.42,159.42,11609.71
32041214,ACID FUCHSIN (M.S.) 25.00 GM,A12709,14,2439.72,437.39,108.48,108.48,3094.07
32041215,INDIGO CARMINE (M.S.) 25.00 GM,I31709,5,1068.98,112.27,61.16,61.16,1303.57
32041229,JANUS GREEN B (M.S) 5.00 GM,J14501,7,864.5,155.61,0,0,1020.11
32041231,NIGROSINE.M.S. (WATER SOLUBLE) 25.00 GM,N20809,6,444.34,53.06,26.92,26.92,551.24
32041259,TOLUIDINE BLUE (M.S) 25.00 GM,T32709,11,2328.48,416.4,147.63,147.63,3040.14
32041262,ORANGE G POWDER 25.00 GM,O41709,8,706.92,93.51,6.4,6.4,813.23
32041264,ANILINE BLUE STAIN POWDER(WS) 25.00 GM,A32009,17,3277.26,765.98,39.84,39.84,4122.92
32041266,BISMARK BROWN (RED)-MICROSCOPY 25.00 GM,B32009,11,925.6,304.2,7.25,7.25,1244.3
32041268,ALIZARIN RED S 10.00 GM,A43905,6,549.31,80.69,18.2,18.2,666.4
32041269,p-ROSOLIC ACID (AURINE) 25.00 GM,R12609,13,6954.36,1481.45,489.15,489.15,9414.11
32041291,EOSIN YELLOW STAIN POWDER 25.00 GM,E30809,26,3110.6,941.83,114.94,114.94,4282.31
32041321,AURAMINE (M.S) (AURAMINE O) 25.00 GM,A52909,14,1918.28,0,172.65,172.65,2263.58
32041339,HAEMATOXYLIN STAIN POWDER 5.00 GM,H31001,104,88584.8,14189.04,5196.09,5196.09,113166.02
32041339,SAFRANINE M.S. 25.00 GM,S20109,34,8455,1640.45,148.98,148.98,10393.41
32041341,CRYSTAL VIOLET STAIN POWDER 25.00 GM,C33809,5,396.18,0,35.66,35.66,467.5
32041341,METHYL VIOLET M.S. 25.00 GM,M41809,1,77,0,6.93,6.93,90.86
32041343,FUCHSIN BASIC STAIN POWDER 25.00 GM,F31709,199,15803.04,2502.38,195.54,195.54,18696.5
32041349,CARBOL FUCHSIN POWDER 25.00 GM,C31309,74,6929.68,1247.34,0,0,8177.02
32041351,NEW METHYLENE BLUE POWDER 5.00 GM,M31701,1,558.8,100.58,0,0,659.38
32041351,METHYLENE BLUE STAIN POWDER 25.00 GM,M31709,71,13509.8,4843.44,328.67,328.67,19010.58
32041351,METHYLENE BLUE TABLETS(50 tab),M31719,1,992,0,89.28,89.28,1170.56
32041351,METHYLENE BLUE M.S 100.00 GM,M33709,4,2221.44,399.86,0,0,2621.3
32041359,GIEMSA'S STAIN POWDER 10.00 GM,G30905,20,1846,332.28,0,0,2178.28
32041359,LEISHMAN'S STAIN POWDER 25.00 GM,L30609,5,1012,182.16,0,0,1194.16
32041361,MALACHITE GREEN STAIN POWDER 25.00 GM,M30409,48,2864.82,631.73,96.12,96.12,3688.79
32041361,MALACHITE GREEN 100.00 GM,M30467,21,3331.26,1012.44,62.28,62.28,4468.26
32041369,BRILLIANT GREEN STAIN POWDER 25.00 GM,B32309,14,1559.76,219.99,140.74,140.74,2061.23
32041421,CONGO RED POWDER 25.00 GM,C43209,5,431.6,77.69,0,0,509.29
32041429,NEUTRAL RED POWDER 5.00 GM,N42001,1,80.6,0,7.25,7.25,95.1
32041431,BRILLIANT CRESYL BLUE POWDER 25.00 GM,B32059,10,6966.4,1253.95,0,0,8220.35
32041929,ORCEIN POWDER (M.S.) 5.00 GM,O12009,2,2482.48,0,223.42,223.42,2929.32
32041947,FAST BLUE B SALT 10.00 GM,F10129,3,338.52,0,30.47,30.47,399.46
32041949,FAST SULPHON BLACK F 25.00 GM,F10109,6,1464.96,263.69,0,0,1728.65
32041956,LIGHT GREEN SF (YELLOWISH) 25.00 GM,L30509,2,1744.08,313.93,0,0,2058.01
32041971,METANIL YELLOW POWDER 25.00 GM,M41209,14,1085,0,97.65,97.65,1280.3
32041978,SUDAN BLACK-B(Dye Content-60%) 10.00 GM,S39805,1,281.48,0,25.33,25.33,332.14
32041979,ERIOCHROME BLACK T SOLUTION  5 L,E41139,1,850,153,0,0,1003
32041979,ERIOCHROME BLACK T POWDER 25.00 GM,E41209,189,19229.66,5994.28,261.97,261.97,25747.88
32041979,SUDAN II 25.00 GM,S39704,1,97.34,0,8.76,8.76,114.86
32041979,SUDAN III 25.00 GM,S39709,13,1111.41,462.2,17.74,17.74,1609.09
32041979,SUDAN IV 25.00 GM,S39804,10,748.8,134.78,0,0,883.58
32151190,INDIAN INK 125 ML,I10071,18,3256.11,548.96,33.37,33.37,3871.81
33012400,PEPPERMINT OIL 100 ML,P21871,51,22418.3,4671.27,325.88,325.88,27741.33
33012918,CINNAMON OIL 100 ML,C14317,11,3264.98,628.14,61.16,61.16,4015.44
33012921,CLOVE OIL 100 ML,C31071,25,7493.25,1348.78,0,0,8842.03
33012924,EUCALYPTUS OIL 250 ML,E41525,8,5231.46,914.97,118.18,118.18,6382.79
34021200,BENZALKONIUM CHLORIDE 50% 500 ML,B11529,1,268.8,0,37.63,37.63,344.06
34021300,TWEEN-80 500 ML,T12529,18,9987.12,4997,148.95,148.95,15282.02
34021300,TWEEN-20 500 ML,T15529,29,16078.66,10145.4,1436.47,1436.47,29097
34029011,CLEANSOL(LABORATORY DETERGENT) 5 L,C12401,128,64057.25,18759.16,2840.99,2840.99,88498.39
34029011,CLEANSOL(LABORATORY DETERGENT) 500 ML,C12429,393,35884.72,19846.4,2645.34,2645.34,61021.8
34029011,CLEANSOL 30 L,C12899,8,12000,0,1680,1680,15360
34029011,NICEKLEEN 250 ML,N12429,48,2534.28,2016.85,153.11,153.11,4857.35
35011000,CASEIN (FAT FREE & LOW IN.VIT) 250.00 GM,C12025,28,7804.26,1404.77,0,0,9209.03
35021900,EGG ALBUMIN FLAKES 25.00 GM,E30109,87,10473.08,2361.93,335.93,335.93,13506.87
35029000,ALBUMIN BOVINE FRACTION V POW. 5.00 GM,A31501,64,42014.97,5634.71,3262.56,3262.56,54174.8
35030020,GELATINE POWDER 500.00 GM,G10529,13,5056.32,2040.39,115,115,7326.71
35040010,PEPTONE L.R. 250.00 GM,P10525,189,36956,16509.6,736.56,736.56,54938.72
35040010,PEPTONE 2.50 KG,P10537,8,9400,1692,0,0,11092
35040010,PEPTONE 25.00 KG,P10588,3,39625,10170,1023.75,1023.75,51842.5
35040010,PEPTONE 5.00 KG,P13039,1,2150,0,193.5,193.5,2537
35040099,TRYPTONE 250.00 GM,T32125,14,5287.48,966.24,149.77,149.77,6553.26
35051010,DEXTRIN WHITE 500.00 GM,D20729,8,1057.28,190.31,0,0,1247.59
35051010,STARCH SOLUBLE L.R. 500.00 GM,S14329,463,116025.78,45328.68,3887.89,3887.89,169130.24
35051010,STARCH SOLUBLE A.R. 250.00 GM,S72817,1,294.5,0,26.5,26.5,347.5
35079030,PEPSIN (1:3000) 50.00 GM,P16104,8,2234.12,402.14,0,0,2636.26
35079069,JACK BEAN MEAL 100.00 GM,J10525,22,3501.32,655.6,151.22,151.22,4459.36
35079079,TRYPSIN 50.00 GM,T19904,9,1712.34,308.22,0,0,2020.56
38011000,GRAPHITE POWDER (150 MICRON) 500.00 GM,G31829,15,1075.02,292.26,48.04,48.04,1463.36
38021000,CHARCOAL ACTIVATED L.R. 250.00 GM,C11525,155,15985.84,3391.27,935.1,935.1,21247.31
38021000,CHARCOAL ACTIVATED Granular 500.00 GM,C11629,28,4081.26,942.43,60.48,60.48,5144.65
38021000,CHARCOAL GRANULAR 25.00 KG,C11688,11,37635,7225.2,1631.25,1631.25,48122.7
38021000,CHARCOAL ACTIVATED 2.50 KG,C11739,1,780.43,0,70.24,70.24,920.91
38021000,CHARCOAL ACTIVATED A.R 250.00 GM,C74025,10,3146,566.28,0,0,3712.28
38059090,CEDAR WOOD OIL 25 ML,C21709,708,131383.56,44685.34,3042.04,3042.04,182152.98
38059090,CEDAR WOOD OIL 500 ML,C21729,1,2517.84,453.21,0,0,2971.05
38059090,IMMERSION OIL (For Microscopy) 30 ML,I10610,124,26387.45,5142.74,957.35,957.35,33444.89
38089330,GIBBERELLIC ACID 1.00 GM,G31002,75,5696,1025.28,0,0,6721.28
38089340,HUMIC ACID 90% 500.00 GM,H12029,1,143.22,0,12.89,12.89,169
38089400,LYSOL (Ready to use) 5 L,L30601,68,17967.6,3234.17,0,0,21201.77
38089400,LYSOL I.P. 500 ML,L84229,32,5927.04,1066.87,0,0,6993.91
38089400,LYSOL I.P. 5 L,L84251,1480,1157675.32,208381.2,0,0,1366056.52
38220019,ALKALINE PYROGALLOL SOLUTION 125 ML,A11171,16,3494.4,419.33,0,0,3913.73
38220019,ALKALINE COPPER TARTRATE SOLN. 500 ML,A21079,41,3352.2,516.79,56.15,56.15,3981.29
38220019,ACID FAST STAINING KIT,A25550,10,2075.76,144.54,90.98,90.98,2402.26
38220019,ALBERT'S STAIN SOLUTION A 125 ML,A30871,18,1140.62,133.52,51.74,51.74,1377.62
38220019,ALBERT'S STAIN SOLUTION B 125 ML,A30971,15,928.33,100.14,46.18,46.18,1120.83
38220019,ACETO CARMINE 100 ML,A35671,583,157993.52,38016.48,2106.21,2106.21,200222.42
38220019,ACETO ORCEIN SOLUTION 100 ML,A35771,135,27025.7,7879.58,189.72,189.72,35284.72
38220019,BARFOED'S REAGENT 125 ML,B20171,354,19067.36,3014.85,444.47,444.47,22971.15
38220019,BARIUM CHLORIDE SOLUTION 10% 500 ML,B20479,587,36515.97,5671.76,602.32,602.32,43392.37
38220019,BENEDICT'S REAGENT 500 ML,B20829,974,69408.69,14420.02,1861.82,1861.82,87552.35
38220019,BENEDICT'S REAGENT 5 L,B20851,109,45306.97,6604.04,1468.24,1468.24,54847.49
38220019,BIURET REAGENT 125 ML,B21671,535,19482.04,5244.67,300.71,300.71,25328.13
38220019,BLOOD SUGAR KIT (FOLIN & WU'S),B21750,8,1665.89,104.84,85,85,1940.73
38220019,BLOOD UREA MODIFIED,B21850,12,1971.07,124.02,106.46,106.46,2308.01
38220019,BENEDICTS REAGENT QUANTITATIVE 500 ML,B30829,96,14633.52,3116.6,164.24,164.24,18078.6
38220019,COPPER SULPHATE SOLUTION 500 ML,C13129,121,6233.74,885.41,15.4,15.4,7149.95
38220019,CARBOL FUCHSIN DILUTE SOLUTION 125 ML,C31171,15,709.5,85.14,0,0,794.64
38220019,CARBOL FUCHSIN STRONG SOLUTION 500 ML,C31229,6,1316.88,0,79.01,79.01,1474.9
38220019,CARBOL FUCHSIN STRONG SOLUTION 125 ML,C31271,1699,87901.88,18206.4,799.97,799.97,107708.22
38220019,CRYSTAL VIOLET SOLN. OXALATED 125 ML,C33971,432,21138.75,3545.41,379.49,379.49,25443.14
38220019,DIAZO REAGENT SOLUTION-A 125 ML,D20371,8,344.19,35.57,5.72,5.72,391.2
38220019,DIAZO REAGENT SOLUTION-B 125 ML,D20471,1,47.74,0,2.86,2.86,53.46
38220019,DRABKINS SOLUTION 1 L,D21083,6,796.05,60.48,40.17,40.17,936.87
38220019,D.P.X.MOUNTANT 250 ML,D30475,409,71620.4,13089.8,2112.21,2112.21,88934.62
38220019,DRABKIN'S SOLUTION (WITH STD.) 5 L,D55008,4,1246.56,149.58,0,0,1396.14
38220019,EDTA SOLUTION 10% 125 ML,E20371,588,29299.25,4832.72,132.57,132.57,34397.11
38220019,EHRLICHS REAGENT 125 ML,E20671,90,5339.69,2796,83.04,83.04,8301.77
38220019,EOSINOPHIL DILUTING FLUID 125 ML,E21071,393,21636.83,4669.67,150.91,150.91,26608.32
38220019,ESBACH'S REAGENT (FOR PROTEIN) 125 ML,E21371,164,7423.2,1541.39,33.5,33.5,9031.59
38220019,EDTA Solution 5% 125 ML,E21471,436,19854.28,2382.52,0,0,22236.8
